Date_collected,Host_species,Rep#,Temp,Couple#,Slot,Species,Lifestage,Survival_0min,Survival_1hr,Survival_4hr,Survival_24hr
6/26/2026,Beech,38,59,4A,Z3,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,38,64,3B,X2,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,38,64,3A,Z1,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,38,69,1B,Y3,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,38,69,2B,Z4,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,45,3A,X4,A. maiche,Adult,1,1,1,1
6/26/2026,Beech,39,45,5A,Z2,A. maiche,Adult,1,1,1,1
6/26/2026,Beech,39,49,0A,Y2,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,49,3B,X2,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,54,2A,Y4,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,54,1B,X3,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,59,2B,X1,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,59,4A,Y1,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,64,6A,Z4,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,64,1A,Z1,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,69,0B,Z3,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,39,69,7A,Y3,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,45,7A,X1,A. maiche,Adult,1,1,1,1
6/26/2026,Beech,40,45,3B,Z3,A. maiche,Adult,1,1,1,1
6/26/2026,Beech,40,49,1B,X4,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,49,0B,Y1,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,54,2B,Z1,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,54,1A,Z2,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,59,4A,Y3,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,59,5A,X2,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,64,0A,Z4,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,64,2A,Y4,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,69,3A,Y2,A. maiche,Adult,0,0,0,0
6/26/2026,Beech,40,69,6A,X3,A. maiche,Adult,0,0,0,0
1/27/2025,Beech,17,45,5A,X3,X. crassiusculus,Adult,1,1,1,1
1/27/2025,Beech,17,45,0B,Z3,X. crassiusculus,Adult,1,1,1,1
1/27/2025,Beech,17,49,1B,Z4,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,49,4A,Y2,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,54,2A,Y3,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,54,7A,X1,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,59,0A,Y4,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,59,3A,Z1,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,64,3B,X2,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,64,2B,Y1,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,69,6A,X4,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,17,69,1A,Z2,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,45,1B,Y3,X. crassiusculus,Adult,1,1,1,1
1/27/2025,Beech,18,45,6A,Z3,X. crassiusculus,Adult,1,1,1,1
1/27/2025,Beech,18,49,0B,X1,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,49,3B,Z4,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,54,1A,Z1,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,54,2B,X3,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,59,2A,X2,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,59,3A,Y1,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,64,0A,Y2,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,64,5A,X4,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,69,4A,Y4,X. crassiusculus,Adult,0,0,0,0
1/27/2025,Beech,18,69,7A,Z2,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,45,5A,Z4,X. crassiusculus,Adult,1,1,1,0
1/29/2025,Beech,19,45,4A,X1,X. crassiusculus,Adult,1,1,1,1
1/29/2025,Beech,19,49,0B,Y3,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,49,3A,X3,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,54,3B,Z1,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,54,7A,Y4,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,59,2A,Y2,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,59,0A,X4,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,64,1A,Y1,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,64,1B,X2,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,69,2B,Z3,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,19,69,6A,Z2,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,45,2A,X2,X. crassiusculus,Adult,1,1,1,1
1/29/2025,Beech,20,45,7A,Y3,X. crassiusculus,Adult,1,1,1,1
1/29/2025,Beech,20,49,0B,Y4,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,49,3B,Z4,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,54,5A,Y2,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,54,4A,Z1,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,59,1B,X1,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,59,1A,Z2,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,64,2B,Y1,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,64,0A,X3,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,69,3A,Z3,X. crassiusculus,Adult,0,0,0,0
1/29/2025,Beech,20,69,6A,X4,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,21,45,3A,X3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,21,45,5A,Y3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,21,46,0A,Z3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,21,46,1A,Z4,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,21,47,2A,Y2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,21,47,4A,X2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,21,48,2B,X4,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,21,48,3B,Z1,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,21,49,1B,Z2,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,21,49,0B,X1,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,22,45,0A,Z1,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,22,45,0B,X2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,22,46,4A,X3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,22,46,3A,Z3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,22,47,1A,Y2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,22,47,1B,Z2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,22,48,2A,Z4,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,22,48,3B,X4,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,22,49,2B,Y3,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,22,49,5A,X1,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,23,45,1A,Y3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,23,45,0A,X4,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,23,46,2B,Y2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,23,46,2A,X3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,23,47,1B,Z4,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,23,47,4A,Z1,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,23,48,0B,X2,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,23,48,5A,X1,X. crassiusculus,Adult,1,1,1,0
1/30/2025,Beech,23,49,3A,Z3,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,23,49,3B,Z2,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,24,45,3A,Y3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,24,45,4A,X4,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,24,46,5A,X1,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,24,46,0B,X2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,24,47,2A,X3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,24,47,0A,Z3,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,24,48,3B,Y2,X. crassiusculus,Adult,1,1,1,1
1/30/2025,Beech,24,48,1A,Z1,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,24,49,2B,Z2,X. crassiusculus,Adult,0,0,0,0
1/30/2025,Beech,24,49,1B,Z4,X. crassiusculus,Adult,0,0,0,0
5/28/2026,Beech,45,45,5A,X3,X. germanus,Adult,0,0,1,1
5/28/2026,Beech,45,45,0B,Z3,X. germanus,Adult,0,0,1,1
5/28/2026,Beech,45,49,1B,Z4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,49,4A,Y2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,54,2A,Y3,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,54,7A,X1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,59,0A,Y4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,59,3A,Z1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,64,3B,3B,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,64,2B,Y1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,69,6A,X4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,45,69,1A,Z2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,45,1B,Y3,X. germanus,Adult,0,0,1,1
5/28/2026,Beech,46,45,6A,Z3,X. germanus,Adult,0,0,1,1
5/28/2026,Beech,46,49,0B,X1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,49,3B,Z4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,54,1A,Z1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,54,2B,X3,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,59,2A,X2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,59,3A,Y1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,64,0A,Y2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,64,5A,X4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,69,4A,Y4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,46,69,7A,Z2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,45,5A,Z4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,45,4A,X1,X. germanus,Adult,0,1,1,1
5/28/2026,Beech,47,49,0B,Y3,X. germanus,Adult,0,0,1,1
5/28/2026,Beech,47,49,3A,X3,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,54,3B,Z1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,54,7A,Y4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,59,2A,Y2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,59,0A,X4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,64,1A,Y1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,64,1B,X2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,69,2B,Z3,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,47,69,6A,Z2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,45,2A,X2,X. germanus,Adult,0,0,1,1
5/28/2026,Beech,48,45,7A,Y3,X. germanus,Adult,0,0,1,1
5/28/2026,Beech,48,49,0B,Y4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,49,3B,Z4,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,54,5A,Y2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,54,4A,Z1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,59,1B,X1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,59,1A,Z2,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,64,2B,Y1,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,64,0A,X3,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,69,3A,Z3,X. germanus,Adult,0,0,0,0
5/28/2026,Beech,48,69,6A,X4,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,45,3B,X2,X. germanus,Adult,0,0,1,1
6/1/2026,Beech,65,45,4A,Z2,X. germanus,Adult,0,0,1,1
6/1/2026,Beech,65,46,0A,X1,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,46,0B,Y2,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,47,5A,Z4,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,47,3A,Z1,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,48,1A,X3,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,48,2A,X4,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,49,2B,Y3,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,65,49,1B,Z3,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,45,1A,Y2,X. germanus,Adult,0,0,1,1
6/1/2026,Beech,66,45,0B,Y3,X. germanus,Adult,0,0,1,1
6/1/2026,Beech,66,46,2A,Z1,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,46,3B,Z2,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,47,1B,X1,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,47,5A,Z4,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,48,0A,X4,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,48,4A,X2,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,49,3A,X3,X. germanus,Adult,0,0,0,0
6/1/2026,Beech,66,49,2B,Z3,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,67,45,5A,X1,X. germanus,Adult,0,0,1,1
6/2/2026,Beech,67,45,0A,X2,X. germanus,Adult,0,0,1,1
6/2/2026,Beech,67,46,3B,Y3,X. germanus,Adult,0,0,0,1
6/2/2026,Beech,67,46,2A,Z2,X. germanus,Adult,0,0,0,1
6/2/2026,Beech,67,47,1A,Z4,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,67,47,0B,Y2,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,67,48,3A,Z3,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,67,48,4A,X4,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,67,49,2B,Z1,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,67,49,1B,X3,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,68,45,2A,Z1,X. germanus,Adult,0,0,0,1
6/2/2026,Beech,68,45,5A,Z3,X. germanus,Adult,0,0,1,1
6/2/2026,Beech,68,46,1B,X1,X. germanus,Adult,0,0,0,1
6/2/2026,Beech,68,46,3B,X3,X. germanus,Adult,0,0,0,1
6/2/2026,Beech,68,47,2B,Z4,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,68,47,4A,X4,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,68,48,3A,Y3,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,68,48,0A,X2,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,68,49,1A,Y2,X. germanus,Adult,0,0,0,0
6/2/2026,Beech,68,49,0B,Z2,X. germanus,Adult,0,0,0,0
6/30/2025,Beech,33,45,5A,X3,A. maiche,Larvae,1,1,1,0
6/30/2025,Beech,33,45,0B,Z3,A. maiche,Larvae,1,1,1,1
6/30/2025,Beech,33,49,1B,Z4,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,49,4A,Y2,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,54,2A,Y3,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,54,7A,X1,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,59,0A,Y4,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,59,3A,Z1,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,64,3B,X2,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,64,2B,Y1,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,69,6A,X4,A. maiche,Larvae,0,0,0,0
6/30/2025,Beech,33,69,1A,Z2,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,45,1B,Y3,A. maiche,Larvae,0,1,1,1
7/1/2025,Beech,34,45,6A,Z3,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,49,0B,X1,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,49,3B,Z4,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,54,1A,Z1,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,54,2B,X3,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,59,2A,X2,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,59,3A,Y1,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,64,0A,Y2,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,64,5A,X4,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,69,4A,Y4,A. maiche,Larvae,0,0,0,0
7/1/2025,Beech,34,69,7A,Z2,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,45,5A,Z4,A. maiche,Larvae,1,1,1,1
8/11/2025,Beech,35,45,4A,X1,A. maiche,Larvae,1,1,1,0
8/11/2025,Beech,35,49,0B,Y3,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,49,3A,X3,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,54,3B,Z1,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,54,7A,Y4,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,59,2A,Y2,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,59,0A,X4,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,64,1A,Y1,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,64,1B,X2,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,69,2B,Z3,A. maiche,Larvae,0,0,0,0
8/11/2025,Beech,35,69,6A,Z2,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,45,2A,X2,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,45,7A,Y3,A. maiche,Larvae,0,1,1,1
8/13/2025,Beech,36,49,0B,Y4,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,49,3B,Z4,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,54,5A,Y2,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,54,4A,Z1,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,59,1B,X1,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,59,1A,Z2,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,64,2B,Y1,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,64,0A,X3,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,69,3A,Z3,A. maiche,Larvae,0,0,0,0
8/13/2025,Beech,36,69,6A,X4,A. maiche,Larvae,0,0,0,0
2/19/2025,Beech,25,45,5A,X3,X. crassiusculus,Larvae,1,1,1,1
2/19/2025,Beech,25,45,0B,Z3,X. crassiusculus,Larvae,1,1,1,1
2/19/2025,Beech,25,49,1B,Z4,X. crassiusculus,Larvae,0,0,0,1
2/19/2025,Beech,25,49,4A,Y2,X. crassiusculus,Larvae,0,0,0,1
2/19/2025,Beech,25,54,2A,Y3,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,25,54,7A,X1,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,25,59,0A,Y4,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,25,59,3A,Z1,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,25,64,3B,X2,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,25,64,2B,Y1,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,25,69,6A,X4,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,25,69,1A,Z2,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,45,1B,Y3,X. crassiusculus,Larvae,1,1,1,1
2/19/2025,Beech,26,45,6A,Z3,X. crassiusculus,Larvae,1,1,1,1
2/19/2025,Beech,26,49,0B,X1,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,49,3B,Z4,X. crassiusculus,Larvae,0,0,0,1
2/19/2025,Beech,26,54,1A,Z1,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,54,2B,X3,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,59,2A,X2,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,59,3A,Y1,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,64,0A,Y2,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,64,5A,X4,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,69,4A,Y4,X. crassiusculus,Larvae,0,0,0,0
2/19/2025,Beech,26,69,7A,Z2,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,45,5A,Z4,X. crassiusculus,Larvae,1,1,1,1
2/20/2025,Beech,27,45,4A,X1,X. crassiusculus,Larvae,1,1,1,1
2/20/2025,Beech,27,49,0B,Y3,X. crassiusculus,Larvae,0,0,0,0
